situation,thought,emotion,polarity
I was trying to format my essay to MLA standards and needed to adjust the spacing and change the margins  . ,I followed all the instructions correctly  .," ""Joyful",1
I was trying to format my essay to MLA standards and needed to adjust the spacing and change the margins  . ,I figured out how to do it .," ""Joyful",1
I was trying to format my essay to MLA standards and needed to adjust the spacing and change the margins  . ,I can do it .," ""Joyful",1
I was trying to format my essay to MLA standards and needed to adjust the spacing and change the margins  . ,perfect now .," ""Joyful",1
I was trying to format my essay to MLA standards and needed to adjust the spacing and change the margins  . ,looks neater now .," ""Joyful",1
I have been trying to adjust the spacing on my powerpoint presentation for the last hour  . ,y presentation looks much better .," ""Joyful",1
I have been trying to adjust the spacing on my powerpoint presentation for the last hour  . ,his will help me get a better grade .," ""Joyful",1
I have been trying to adjust the spacing on my powerpoint presentation for the last hour  . ,I accomplished something great .," ""Joyful",1
I have been trying to adjust the spacing on my powerpoint presentation for the last hour  . ,looks much better now .," ""Joyful",1
"After a lot of deliberation, we admitted the new company into the union . ",we've made the right decision .," ""Joyful",1
"After a lot of deliberation, we admitted the new company into the union . ",hey will prove to be a valuable ally .," ""Joyful",1
"After a lot of deliberation, we admitted the new company into the union . ",will advance our cause .," ""Joyful",1
"After a lot of deliberation, we admitted the new company into the union . ",was a good choice .," ""Joyful",1
"After a lot of deliberation, we admitted the new company into the union . ",was the best decision for everyone .," ""Joyful",1
The government has admitted Puerto Rico as the 51st state of the United States . ,hat  Puerto Ricans  will have more opportunities and a better life  .," ""Joyful",1
The government has admitted Puerto Rico as the 51st state of the United States . ,his was going to help the economy of my home .," ""Joyful",1
The government has admitted Puerto Rico as the 51st state of the United States . ,his  is good for our country .," ""Joyful",1
The government has admitted Puerto Rico as the 51st state of the United States . ,his will give Puerto Ricans a better sense of security .," ""Joyful",1
The government has admitted Puerto Rico as the 51st state of the United States . ,about time .," ""Joyful",1
A couple in my neighborhood just adopted a baby  from China. . ,hey will be amazing parents .," ""Love",1
A couple in my neighborhood just adopted a baby  from China. . ,families are meant to have children .," ""Joyful",1
A couple in my neighborhood just adopted a baby  from China. . ,positively that the baby will be brought into a loving home .," ""Love",1
A couple in my neighborhood just adopted a baby  from China. . ,I am going to be a godmother .," ""Love",1
I adopted a baby . ,I would be a great father  .," ""Love",1
I adopted a baby . ,I can positively  provide him/her a wonderful life .," ""Love",1
I adopted a baby . ,I will be a great mother  .," ""Love",1
I adopted a baby . ,I am doing something good for someone else .," ""Joyful",1
I adopted a baby . ,I have always wanted to be a mother .," ""Love",1
A couple I know just adopted a baby from China . ,hey will give the baby everything she needs .," ""Love",1
A couple I know just adopted a baby from China . ,hey will be awesome parents .," ""Love",1
A couple I know just adopted a baby from China . ,adoption is amazing .," ""Joyful",1
A couple I know just adopted a baby from China . ,hat the world is a little bit brighter now .," ""Joyful",1
A same-sex couple adopts a child . ,hey will give the child the love it deserves .," ""Love",1
A same-sex couple adopts a child . ,hey will provide a loving home .," ""Love",1
A same-sex couple adopts a child . ,positively about it and I have a lot of love to give .," ""Love",1
A same-sex couple adopts a child . ,hat it is every child's right to have a loving family .," ""Love",1
We decided to adopt a child from China  . ,he child will have a better life .," ""Joyful",1
We decided to adopt a child from China  . ,We will be  great parents .," ""Love",1
We decided to adopt a child from China  . ,he will bring lots of joy to our family .," ""Joyful",1
We decided to adopt a child from China  . ,going to be an amazing experience .," ""Surprised",1
We decided to adopt a child from China  . ,'s a good thing we are doing .," ""Joyful",1
We decided to adopt a child from China  . ,will  be a  great addition to our family .," ""Joyful",1
A couple from our town just adopted a little girl from China . ,adopted children are awesome .," ""Joyful",1
A couple from our town just adopted a little girl from China . ,hey will be a great family .," ""Joyful",1
A couple from our town just adopted a little girl from China . ,hey will give her a wonderful life .," ""Love",1
A couple from our town just adopted a little girl from China . ,I think it is amazing that they were able to expand their family in such a wonderful way .," ""Surprised",1
A couple who has been married for 5 years decides to adopt a child . ,he family will be complete  .," ""Joyful",1
A couple who has been married for 5 years decides to adopt a child . ,he child will have a bright future with a loving family .," ""Love",1
A couple who has been married for 5 years decides to adopt a child . ,hey will love each other more .," ""Love",1
A couple who has been married for 5 years decides to adopt a child . ,hey will be great parents .," ""Joyful",1
A couple who has been married for 5 years decides to adopt a child . ,hey will love the child with all their heart .," ""Love",1
I adopt a new cat from the shelter . ,will think I am  its  new best friend  .," ""Joyful",1
I adopt a new cat from the shelter . ,will have a great life with me .," ""Joyful",1
I adopt a new cat from the shelter . ,he cat will be excited to have a new home .," ""Joyful",1
I adopt a new cat from the shelter . ,I'm doing something good for the animal .," ""Joyful",1
I adopt a new cat from the shelter . ,I did a good thing .," ""Joyful",1
I adopt a new cat from the shelter . ,I positively think that adopting a new cat from the shelter will make me feel great .," ""Joyful",1
