round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
round-6	no-emotion	6555	2021/11/01 9:35:33 pm CET	00b76a0769cc4e2d7788343df37aeda7	1	1	1	1	1	1	1	1	1	1	1	1	Taking calls for work	Taking calls for work	minutes	seconds	1	5	1	5	5	5	1	1	1	1	5	5	1	5	5	1	5	1	1	1	5	1	5	No, I participated before and answered the next set of questions.	39	Female	Secondary education	European	1.0	5.0	7.0	3.0	7.0	7.0	7.0	3.0	7.0	1.0	The event really happened in my life.	COPIED FROM: text id 6844
round-6	no-emotion	6556	2021/11/01 9:37:20 pm CET	5ee66062382c50f6c928b3e9242898c2	1	1	1	1	1	3	3	1	1	1	1	1	I felt no particular emotion when I was just chilling because there was nothing for me to do	I felt ... when I was just chilling because there was nothing for me to do	minutes	minutes	3	3	2	2	2	4	2	2	3	4	1	4	3	1	4	1	2	4	1	1	1	1	1	No, I participated before and answered the next set of questions.	36	Male	Undergraduate degree (BA/BSc/other)	European	5.0	5.0	6.0	3.0	6.0	4.0	6.0	2.0	6.0	2.0	The event really happened in my life.	COPIED FROM: text id 6187
round-6	no-emotion	6557	2021/11/01 9:37:23 pm CET	572151767d57b81f026dac64da18a412	1	2	1	1	1	1	1	1	1	1	1	1	I went to the gym today	I went to the gym today	hours	hours	3	5	1	5	5	3	1	3	1	5	1	4	4	1	5	1	1	5	1	1	2	1	5	No, I participated before and answered the next set of questions.	27	Female	Secondary education	European	7.0	5.0	4.3	2.3	6.3	1.0	6.0	2.7	4.3	3.0	The event really happened in my life.	AVERAGED: text id 5722, 52393, 61042
round-6	no-emotion	6559	2021/11/01 9:41:14 pm CET	1f582cc049e05f4b4c3505e9822db8a7	1	2	1	1	1	1	1	1	1	1	1	1	Cleaning kitchen	Cleaning kitchen	minutes	I had none	1	5	1	5	5	3	3	1	1	3	3	4	4	4	4	2	2	4	1	1	2	3	1	No, I participated before and answered the next set of questions.	36	Female	Graduate degree (MA/MSc/MPhil/other)	European	3.0	4.0	5.0	4.0	5.0	5.0	6.0	4.0	5.0	3.0	The event really happened in my life.	COPIED FROM: text id 6468
round-6	no-emotion	6560	2021/11/01 9:42:27 pm CET	6fac1d36ef059da1d5626be26ef66c52	1	4	1	1	1	1	1	1	1	1	1	1	when i found out i needed an operation	when i found out i needed an operation	minutes	minutes	5	4	3	3	3	1	4	5	4	1	1	3	4	5	1	4	3	3	1	1	4	3	2	No, I participated before and answered the next set of questions.	32	Male	Secondary education	European	5.0	2.0	3.0	5.0	5.0	5.0	5.0	2.0	4.0	1.0	The event really happened in my life.	COPIED: Welcomeback!
round-6	no-emotion	6561	2021/11/01 9:43:47 pm CET	5e96aed1fa22b375d0fbd7de509298ac	1	2	1	1	1	1	3	2	1	1	1	1	My father told me the person coming to fit his smart meter did not turn up at 8am this morning but arrived at 4pm	My father told me the person coming to fit his smart meter did not turn up at 8am this morning but arrived at 4pm	seconds	I had none	2	5	5	1	1	1	1	1	5	1	4	1	1	5	1	5	4	5	1	1	2	1	3	No, I participated before and answered the next set of questions.	37	Female	Undergraduate degree (BA/BSc/other)	European	2.0	1.0	6.0	2.0	6.0	4.0	7.0	2.0	5.0	1.0	The event really happened in my life.	COPIED FROM: text id 6199
round-6	no-emotion	6562	2021/11/01 9:44:11 pm CET	c815fdee45474b4157cbb87579be31c6	1	1	1	1	1	4	4	4	1	1	1	1	My most recent journey on public transport	My most recent journey on public transport	minutes	I had none	1	4	1	5	5	3	3	1	1	2	1	4	3	3	4	4	2	4	2	1	2	2	1	No, I participated before and answered the next set of questions.	23	Female	High school	British	1.0	5.0	6.0	7.0	2.0	7.0	7.0	4.0	3.0	6.0	The event really happened in my life.	COPIED FROM: text id 6377
round-6	no-emotion	6563	2021/11/01 9:44:30 pm CET	b1b566983d22b3511356261598fdb44a	1	1	1	1	1	2	1	1	4	1	1	1	I received top marks in my university course.	I received top marks in my university course.	seconds	I had none	1	5	1	5	5	3	1	5	1	5	1	5	5	1	5	1	1	5	1	1	5	1	1	No, I participated before and answered the next set of questions.	22	Female	High school	North American	2.0	5.0	6.0	6.0	4.0	6.0	5.0	1.0	3.0	2.0	The event really happened in my life.	COPIED FROM: text id 634
round-6	no-emotion	6564	2021/11/01 9:44:33 pm CET	46f32d689b7b7f7177a94e6c6e83e523	1	2	1	1	1	1	1	1	1	1	1	1	I had an abortion at 16	I had an abortion at 16	hours	I had none	5	5	4	1	4	1	5	3	1	5	3	3	1	3	2	5	1	5	2	2	5	5	4	No, I participated before and answered the next set of questions.	34	Female	Graduate degree (MA/MSc/MPhil/other)	White	5.0	5.0	7.0	5.0	6.0	3.0	7.0	1.0	4.0	3.0	The event really happened in my life.	COPIED FROM: text id 6138
round-6	no-emotion	6565	2021/11/01 9:44:41 pm CET	4215bbdfac740fed2071dbd11d3511eb	1	3	1	1	2	1	1	1	1	1	1	1	I felt no particular emotion when I lost our last district basketball game of the season which meant I would never play basketball again. I think this is because I didn't really care whether we won or lost or whether the season continued.	I felt ... when I lost our last district basketball game of the season which meant I would never play basketball again. I think this is because I didn't really care whether we won or lost or whether the season continued.	minutes	minutes	2	5	3	4	2	1	3	2	1	2	5	3	4	5	3	5	1	5	2	1	5	1	3	Yes, first time, I will answer the following questions.	19	Female	High school	European	6.0	5.0	7.0	7.0	5.0	3.0	7.0	4.0	1.0	4.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6568	2021/11/01 9:47:15 pm CET	964425d6b36da5699c4c11d381017165	4	4	4	1	4	1	1	1	4	4	1	1	made some tea because I do it so often I don't have a emotional reaction to it I was just getting a drink	made some tea because I do it so often I don't have ... to it I was just getting a drink	minutes	minutes	1	5	1	5	5	1	1	1	1	5	1	5	5	1	5	1	1	5	5	1	1	1	1	No, I participated before and answered the next set of questions.	26	Male	High school	European	5.0	2.0	5.0	5.0	6.0	5.0	6.0	6.0	6.0	2.0	The event really happened in my life.	COPIED: Welcomeback!
round-6	no-emotion	6569	2021/11/01 9:48:24 pm CET	a3c630d16b28401b856adbbf01228490	1	2	1	1	2	1	1	1	1	1	1	1	I went to bed last night	I went to bed last night	hours	seconds	2	3	2	5	5	5	3	3	1	1	1	5	5	1	1	1	5	5	1	1	1	5	1	No, I participated before and answered the next set of questions.	21	Male	High school	North American	2.5	2.5	3.5	5.5	6.0	5.0	7.0	4.0	3.5	2.5	The event really happened in my life.	AVERAGED: text id 3505, 6271
round-6	no-emotion	6570	2021/11/01 9:49:35 pm CET	bc598349b24548495e10f756b2b29b88	1	2	1	1	1	2	2	1	1	1	1	1	i took part in a first aid course at work	i took part in a first aid course at work	days	I had none	3	5	1	3	4	3	1	3	1	1	3	3	3	4	2	4	1	3	1	1	4	3	2	No, I participated before and answered the next set of questions.	43	Female	Undergraduate degree (BA/BSc/other)	European	4.0	5.0	5.0	2.0	4.0	2.0	5.0	1.0	5.0	2.0	The event really happened in my life.	COPIED FROM: text id 6266
round-6	no-emotion	6571	2021/11/01 9:49:39 pm CET	8c66b1414808f8ca9ec4b8b6defd2400	1	3	1	1	1	1	1	1	2	1	1	1	i got a good mark back	i got a good mark back	minutes	I had none	1	5	4	5	4	1	1	4	1	5	1	5	3	1	1	1	1	4	1	1	1	1	1	No, I participated before and answered the next set of questions.	21	Female	Undergraduate degree (BA/BSc/other)	European	5.0	7.0	5.0	7.0	6.0	3.0	7.0	4.0	2.0	4.0	The event really happened in my life.	COPIED FROM: text id 652
round-6	no-emotion	6572	2021/11/01 9:50:05 pm CET	fedbcae7c8505f38ff4a0a44a74a650f	1	1	1	1	2	3	1	2	1	1	1	1	I was driving to collect my children from school. I felt quite detached, not really feeling anything. I turned on the radio and cycled through the stations but nothing illicited a response so I turned it back off.	I was driving to collect my children from school. I felt quite detached, not really feeling .... I turned on the radio and cycled through the stations but nothing illicited a response so I turned it back off.	minutes	minutes	1	4	4	4	4	3	3	1	2	2	1	2	2	1	2	1	4	4	1	1	1	1	1	Yes, first time, I will answer the following questions.	35	Female	Undergraduate degree (BA/BSc/other)	European	1.0	5.5	4.5	6.0	3.5	6.0	5.0	4.5	3.0	3.0	The event really happened in my life.	AVERAGED: text id 3352, 6572
round-6	no-emotion	6573	2021/11/01 9:50:09 pm CET	dcea6d5ce2ae24a6c32308d7cee63a8a	2	2	1	3	4	1	1	1	4	4	1	2	I felt NO PARTICULAR EMOTION when I went to my college's health center for a physical with a nurse practitioner I met for the first time that day.	I felt ... when I went to my college's health center for a physical with a nurse practitioner I met for the first time that day.	minutes	I had none	2	4	2	2	4	3	2	3	1	4	3	3	3	3	4	4	3	4	1	1	3	1	2	Yes, first time, I will answer the following questions.	21	Female	Undergraduate degree (BA/BSc/other)	North American	4.0	5.0	5.0	6.0	6.0	7.0	6.0	5.0	5.0	3.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6574	2021/11/01 9:51:34 pm CET	34effbdaee47d4de96c8181dafb1b255	1	3	1	1	2	2	2	1	2	2	1	3	I relaxed at home today	I relaxed at home today	hours	I had none	2	5	1	5	5	5	1	1	1	4	1	3	4	1	5	1	1	5	2	1	2	1	1	No, I participated before and answered the next set of questions.	26	Female	Graduate degree (MA/MSc/MPhil/other)	European	2.0	5.0	3.0	6.0	6.0	6.0	5.0	5.0	2.0	3.0	The event really happened in my life.	COPIED FROM: text id 6288
round-6	no-emotion	6575	2021/11/01 9:52:03 pm CET	f6599dbc5ff01ff84356a88d406b5bba	2	2	1	1	1	3	3	3	1	1	1	2	when I saw my ex boyfriend over it.	when I saw my ex boyfriend over it.	minutes	minutes	1	5	1	5	1	5	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	No, I participated before and answered the next set of questions.	44	Female	Undergraduate degree (BA/BSc/other)	South Asian	3.0	3.0	3.0	2.0	6.0	5.0	6.0	2.0	5.0	2.0	The event really happened in my life.	COPIED FROM: text id 6191
round-6	no-emotion	6576	2021/11/01 9:53:38 pm CET	6208adbd6814fafd6f90b440a8cc6fb7	1	2	1	1	1	1	1	1	1	1	1	1	I was folding laundry last week.	I was folding laundry last week.	minutes	I had none	1	4	1	5	5	3	3	2	1	5	4	5	4	1	5	1	1	5	1	1	3	1	2	No, I participated before and answered the next set of questions.	27	Female	Undergraduate degree (BA/BSc/other)	North American	6.0	1.0	6.0	4.0	5.0	3.0	7.0	1.0	5.0	4.0	The event really happened in my life.	COPIED FROM: text id 31042
round-6	no-emotion	6577	2021/11/01 9:55:59 pm CET	90b0cf2e680c4b17fe820b9d0eebc0f1	1	4	1	1	1	1	1	1	1	1	1	1	I stood for 30 minutes doing the ironing	I stood for 30 minutes doing the ironing	minutes	I had none	1	3	1	4	4	2	2	1	1	5	1	4	2	1	3	1	1	5	1	1	1	1	1	No, I participated before and answered the next set of questions.	45	Female	Undergraduate degree (BA/BSc/other)	European	2.0	5.0	6.0	6.0	7.0	6.0	5.0	1.0	3.0	1.0	The event really happened in my life.	COPIED FROM: text id 6196
round-6	no-emotion	6578	2021/11/01 9:56:17 pm CET	f6d1324a5f369fe3b29dcc42eb5195c9	1	2	1	1	1	1	1	1	1	1	1	1	I was completing surveys on prolific	I was completing surveys on prolific	minutes	minutes	1	3	1	5	3	3	3	1	1	3	3	3	1	4	1	3	1	5	1	1	4	2	1	No, I participated before and answered the next set of questions.	29	Female	Doctorate degree (PhD/other)	European	5.0	2.0	6.0	2.0	6.0	5.0	5.0	1.0	7.0	3.0	The event really happened in my life.	COPIED FROM: text id 6268
round-6	no-emotion	6579	2021/11/01 9:56:24 pm CET	cea10dfefdf560107ff136583674621b	1	1	1	1	1	2	2	1	1	1	1	2	when getting my roof inspected for storm or wind damage.	when getting my roof inspected for storm or wind damage.	minutes	I had none	2	5	1	2	3	3	1	4	5	1	1	3	4	3	1	4	4	3	1	1	4	1	3	Yes, first time, I will answer the following questions.	56	Male	High school	North American	3.0	3.0	5.0	3.0	5.0	6.0	6.0	4.0	6.0	4.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6580	2021/11/01 9:57:17 pm CET	a9fad72c726c5c7c4d066dc770d1fd22	3	3	2	2	3	3	3	2	2	2	2	3	Having my Covid-19 jab, because it was something that needed to be done. Felt I couldn't have emotion about this	Having my Covid-19 jab, because it was something that needed to be done. Felt I couldn't have ... about this	minutes	hours	3	5	2	1	2	2	1	4	1	1	5	2	3	5	1	5	4	3	3	3	5	4	3	Yes, first time, I will answer the following questions.	34	Female	Undergraduate degree (BA/BSc/other)	White british	5.0	4.0	4.0	4.0	5.0	3.0	6.0	2.0	6.0	1.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6581	2021/11/01 9:57:34 pm CET	6763930a378155c7dd52f6d39b1700c9	4	1	1	3	1	3	4	2	4	1	1	1	My dad tried to come back I think my life after 18 years	My dad tried to come back I think my life after 18 years	minutes	hours	5	5	5	1	1	1	4	5	1	1	5	1	1	5	3	3	2	2	2	2	5	4	5	No, I participated before and answered the next set of questions.	41	Female	High school	European	7.0	2.0	3.0	6.0	5.0	1.0	7.0	5.0	1.0	1.0	The event really happened in my life.	COPIED FROM: text id 52384
round-6	no-emotion	6582	2021/11/01 9:57:35 pm CET	c01ff3e3272227c80fa9bac66cec3b74	1	2	1	1	1	3	1	1	1	1	1	1	Listening to music	Listening to music	minutes	I had none	1	4	1	5	5	3	3	4	1	5	1	2	3	2	5	3	1	2	1	1	1	2	1	No, I participated before and answered the next set of questions.	18	Female	Secondary education	European	5.0	5.0	6.0	7.0	6.0	5.0	7.0	4.0	4.0	1.0	The event really happened in my life.	COPIED FROM: text id 6193
round-6	no-emotion	6585	2021/11/01 9:58:08 pm CET	9d1315ae2603a859f8fadc9b7db9ebb0	1	2	1	1	1	1	1	1	4	1	1	1	I got my covid booster as the process was really smooth and quick	I got my covid booster as the process was really smooth and quick	minutes	I had none	3	5	1	2	4	3	3	4	1	1	1	4	4	1	1	3	1	3	1	1	3	1	1	Yes, first time, I will answer the following questions.	49	Female	Graduate degree (MA/MSc/MPhil/other)	European	3.0	5.0	6.0	3.0	6.0	4.0	5.0	2.0	5.0	4.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6586	2021/11/01 9:58:49 pm CET	c7ed8ef66917af06f693955c21240f92	1	2	1	1	1	4	2	4	4	2	3	4	Cleaning out my pet rats	Cleaning out my pet rats	hours	seconds	1	2	2	5	4	2	4	1	1	5	2	3	1	4	2	1	1	2	1	1	5	2	1	No, I participated before and answered the next set of questions.	25	Female	High school	European	5.0	6.0	6.0	7.0	6.0	3.0	6.0	2.0	5.0	2.0	The event really happened in my life.	COPIED FROM: text id 6693
round-6	no-emotion	6587	2021/11/01 9:58:59 pm CET	10b7f9f0d67f973654d9b44fc8301d57	1	3	1	2	2	3	3	3	3	1	1	3	i take the tram to go places	i take the tram to go places	minutes	I had none	1	5	1	5	5	3	3	1	1	5	1	3	3	3	4	2	2	4	1	1	1	1	1	No, I participated before and answered the next set of questions.	21	Female	High school	European	5.0	5.0	6.0	5.0	6.0	5.0	5.0	4.0	5.0	3.0	The event really happened in my life.	COPIED FROM: text id 6309
round-6	no-emotion	6588	2021/11/01 9:59:09 pm CET	ef2f9c019a7712c4871eb8e99bdfa748	2	2	1	1	2	1	1	1	1	1	1	1	meeting two new people at a recent wedding	meeting two new people at a recent wedding	hours	I had none	1	5	5	3	1	3	3	1	5	1	5	1	1	4	4	3	3	1	1	1	3	1	1	No, I participated before and answered the next set of questions.	38	Female	Graduate degree (MA/MSc/MPhil/other)	European	6.0	7.0	6.0	6.0	6.0	3.0	6.0	6.0	3.0	3.0	The event really happened in my life.	COPIED FROM: text id 6520
round-6	no-emotion	6589	2021/11/01 9:59:51 pm CET	31f653ce4e4f9cde008e9d0ea738ab09	1	5	2	1	2	2	2	1	1	1	1	1	I rewatch tv shows	I rewatch tv shows	hours	I had none	1	2	1	5	5	3	2	1	1	5	1	2	1	1	5	1	1	5	1	1	1	1	1	No, I participated before and answered the next set of questions.	30	Female	Undergraduate degree (BA/BSc/other)	European	6.0	2.0	4.0	6.0	5.0	7.0	7.0	5.0	6.0	2.0	The event really happened in my life.	COPIED FROM: text id 6376
round-6	no-emotion	6590	2021/11/01 10:00:30 pm CET	32f5d8b89e0c39e93a9ed701e3163dc4	1	1	1	1	1	1	1	1	1	1	1	1	I went to see a new car	I went to see a new car	minutes	I had none	1	5	1	1	1	3	3	1	1	1	5	1	1	1	3	5	1	5	1	1	1	1	1	Yes, first time, I will answer the following questions.	63	Male	High school	European	1.0	2.0	6.0	6.0	2.0	6.0	6.0	1.0	2.0	6.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6591	2021/11/01 10:00:34 pm CET	518c9890bc48cb46c04c1ae9e6cf64a5	1	3	1	1	1	1	1	1	1	1	1	1	my friend got bitten by a cat and may have had rabies but chances were extremely low. she told me, i didn't really care until the results were back the following week.	my friend got bitten by a cat and may have had rabies but chances were extremely low. she told me, i didn't really care until the results were back the following week.	minutes	I had none	1	4	5	1	1	1	1	1	5	1	5	1	1	3	1	3	5	3	1	1	2	1	1	No, I participated before and answered the next set of questions.	30	Female	Undergraduate degree (BA/BSc/other)	European	6.0	1.0	7.0	1.0	7.0	1.0	5.0	1.0	5.0	1.0	The event really happened in my life.	COPIED FROM: text id 61034
round-6	no-emotion	6593	2021/11/01 10:00:40 pm CET	d8205beeabc0fa1993d04a0755ed814c	4	2	2	2	3	2	3	3	3	1	2	2	I attended a football match with my son and the home team that we were 'supporting' won but I am not interested in football and it didn't affect me that they won.	I attended a football match with my son and the home team that we were 'supporting' won but I am not interested in football and it didn't affect me that they won.	hours	I had none	1	5	1	2	2	2	3	3	1	5	4	4	4	3	2	5	4	4	3	1	4	2	3	No, I participated before and answered the next set of questions.	35	Female	Undergraduate degree (BA/BSc/other)	European	5.0	3.0	5.0	5.0	5.0	6.0	6.0	2.0	5.0	2.0	The event really happened in my life.	COPIED FROM REJECTED: text id 6514
round-6	no-emotion	6594	2021/11/01 10:00:43 pm CET	993bfce78427e284d0e553c49942104f	2	3	2	3	3	2	2	2	4	3	3	3	I felt no particular emotion when a relative of mine moved away because I am not close with them.	I felt ... when a relative of mine moved away because I am not close with them.	weeks	I had none	3	5	2	4	4	3	3	1	1	1	5	3	2	1	1	5	4	4	1	1	1	1	1	Yes, first time, I will answer the following questions.	18	Female	High school	North American	2.0	5.0	5.0	7.0	5.0	6.0	7.0	2.5	3.0	4.5	The event really happened in my life.	AVERAGED: text id 6594, 6926
round-6	no-emotion	6595	2021/11/01 10:00:48 pm CET	019791146613cf50e73fff667eda85a0	1	2	1	1	1	3	3	2	1	1	3	3	On my birthday because I did not feel happy	On my birthday because I did not feel happy	hours	hours	4	4	1	5	3	3	3	3	1	1	1	1	4	3	3	2	2	3	2	2	3	2	3	Yes, first time, I will answer the following questions.	28	Female	High school	European	4.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6596	2021/11/01 10:00:59 pm CET	95544bdba80a4651c22ce5dc33fe4ee9	1	3	1	1	1	1	1	1	1	1	1	3	I ran into an ex boyfriend when out shopping. It was strange because it was somebody I liked in the past but I just felt nothing	I ran into an ex boyfriend when out shopping. It was strange because it was somebody I liked in the past but I just felt ...	seconds	I had none	1	4	5	2	1	1	3	1	5	1	5	1	3	1	1	5	1	3	3	1	1	3	1	No, I participated before and answered the next set of questions.	61	Female	High school	European	2.0	5.0	5.0	7.0	3.0	7.0	5.0	1.0	2.0	2.0	The event really happened in my life.	COPIED FROM: text id 6705
round-6	no-emotion	6597	2021/11/01 10:01:01 pm CET	ce7f0eb4a617916c588c9f4d6e4d066e	1	3	1	2	1	2	2	2	2	1	1	1	When I found out a colleague was fired	When I found out a colleague was fired	minutes	I had none	2	4	4	2	4	1	1	1	1	1	5	4	1	1	1	5	4	5	1	1	4	1	1	Yes, first time, I will answer the following questions.	27	Female	Graduate degree (MA/MSc/MPhil/other)	European	5.0	5.0	6.0	6.0	2.0	3.0	6.0	5.0	5.0	5.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6598	2021/11/01 10:01:31 pm CET	3d67d8a159a2c7725d6150367d84db8b	1	4	1	1	2	4	4	2	2	1	2	3	My husband talks about his business, which is also his hobby, model trains.	My husband talks about his business, which is also his hobby, model trains.	minutes	I had none	1	4	1	5	5	2	4	2	1	1	3	4	1	5	1	5	5	4	4	1	5	4	4	Yes, first time, I will answer the following questions.	35	Female	Undergraduate degree (BA/BSc/other)	European	2.0	2.0	5.0	7.0	5.0	5.0	7.0	5.0	4.0	5.0	The event really happened in my life.	ORIGINAL
